hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask,region,region_psgc,province,province_psgc,city_mun,city_mun_psgc,north_coord,east_coord
DOH000000000002810,801,NUEVA VALENCIA DISTRICT HOSPITAL,2020-04-24 8:16:19,2020-04-24 8:16:19,2020-04-24,30,380,45,17,12,10,173,69,36,REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,NUEVA VALENCIA,PH067903000,10.4714804,122.5418625
DOH000000000002811,2317,ORDONEZ MEDICAL HOSPITAL,2020-05-01 8:56:45,2020-05-01 8:56:45,2020-05-01,14,400,14,0,0,0,14,400,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,VILLASIS,PH015547000,15.904667,120.586
DOH000000000002811,3710,ORDONEZ MEDICAL HOSPITAL,2020-05-08 8:25:07,2020-05-08 8:25:07,2020-05-08,14,400,0,0,0,0,14,400,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,VILLASIS,PH015547000,15.904667,120.586
DOH000000000002811,5229,ORDONEZ MEDICAL HOSPITAL,2020-05-15 7:51:45,2020-05-15 7:51:45,2020-05-15,14,400,0,0,0,0,14,400,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,VILLASIS,PH015547000,15.904667,120.586
DOH000000000002811,7156,ORDONEZ MEDICAL HOSPITAL,2020-05-22 9:13:34,2020-05-22 9:13:34,2020-05-22,14,400,0,0,0,0,14,400,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,VILLASIS,PH015547000,15.904667,120.586
DOH000000000002811,947,ORDONEZ MEDICAL HOSPITAL,2020-04-24 9:12:40,2020-04-24 9:12:40,2020-04-24,14,400,0,0,0,0,14,500,14,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,VILLASIS,PH015547000,15.904667,120.586
DOH000000000002819,1410,POZORRUBIO COMMUNITY HOSPITAL,2020-04-24 13:41:06,2020-04-24 13:41:06,2020-04-24,5,700,70,5,7,70,88,1100,10,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,2349,POZORRUBIO COMMUNITY HOSPITAL,2020-05-01 9:06:07,2020-05-01 9:06:07,2020-05-01,2,700,48,0,7,44,65,3350,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,36,POZORRUBIO COMMUNITY HOSPITAL,2020-04-17 8:25:00,2020-04-17 8:25:00,2020-04-17,25,250,0,0,10,0,113,1056,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,3771,POZORRUBIO COMMUNITY HOSPITAL,2020-05-08 8:44:22,2020-05-08 8:44:22,2020-05-08,1025,2000,1028,1014,1002,1045,94,3000,1014,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,5328,POZORRUBIO COMMUNITY HOSPITAL,2020-05-15 8:27:27,2020-05-15 8:27:27,2020-05-15,1045,1200,988,950,1000,1000,284,2650,942,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,617,POZORRUBIO COMMUNITY HOSPITAL,2020-04-18 8:37:51,2020-04-18 8:37:51,2020-04-18,40,500,0,5,10,0,113,1456,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002819,7005,POZORRUBIO COMMUNITY HOSPITAL,2020-05-22 8:31:31,2020-05-22 8:31:31,2020-05-22,2000,1800,1900,1900,1950,1950,250,3000,1900,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,POZORRUBIO,PH015530000,16.106419,120.540405
DOH000000000002820,2918,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-05-01 14:29:11,2020-05-01 14:29:11,2020-05-01,1000,1000,1000,1000,1000,1000,100,1000,1000,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002820,3874,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-05-08 9:19:39,2020-05-08 9:19:39,2020-05-08,800,1000,700,800,50,100,100,950,390,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002820,6105,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-05-15 14:24:12,2020-05-15 14:24:12,2020-05-15,900,2000,600,720,40,400,89,700,400,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002820,644,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-18 12:20:53,2020-04-18 12:20:53,2020-04-18,100,500,300,0,30,300,30,800,50,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002820,7115,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-05-22 8:58:05,2020-05-22 8:58:05,2020-05-22,580,5110,559,474,515,988,110,3555,695,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002820,999,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-24 9:34:25,2020-04-24 9:34:25,2020-04-24,120,1500,100,20,199,100,100,800,100,REGION III (CENTRAL LUZON),PH030000000,PAMPANGA,PH035400000,ANGELES CITY,PH035401000,15.142098,120.589421
DOH000000000002821,1093,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-24 10:20:52,2020-04-24 10:20:52,2020-04-24,90,9500,600,1,42,100,4,400,60,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002821,189,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-17 11:48:23,2020-04-17 11:48:23,2020-04-17,0,70000,100,1,10,100,4,500,20,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002821,2179,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-05-01 8:09:11,2020-05-01 8:09:11,2020-05-01,50,9000,500,1,42,95,4,300,40,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002821,4452,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-05-08 14:06:00,2020-05-08 14:06:00,2020-05-08,40,23900,2647,5,52,800,89,1050,88,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002821,5666,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-05-15 10:25:07,2020-05-15 10:25:07,2020-05-15,97,23300,2300,5,52,800,89,750,48,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002821,7433,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-05-22 11:05:16,2020-05-22 11:05:16,2020-05-22,97,21900,2121,5,52,800,89,1500,48,REGION XIII (CARAGA),PH160000000,SURIGAO DEL SUR,PH166800000,CITY OF BISLIG,PH166803000,8.183185,126.340867
DOH000000000002825,2855,TARANGNAN COMMUNITY HOSPITAL,2020-05-01 13:58:06,2020-05-01 13:58:06,2020-05-01,150,50,50,100,150,30,20,500,0,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,TARANGNAN,PH086020000,11.899458,124.746176
DOH000000000002825,4390,TARANGNAN COMMUNITY HOSPITAL,2020-05-08 13:37:06,2020-05-08 13:37:06,2020-05-08,0,50,100,100,500,100,130,2000,0,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,TARANGNAN,PH086020000,11.899458,124.746176
DOH000000000002825,626,TARANGNAN COMMUNITY HOSPITAL,2020-04-18 9:20:51,2020-04-18 9:20:51,2020-04-18,20,50,20,0,10,2,15,50,20,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,TARANGNAN,PH086020000,11.899458,124.746176
DOH000000000002825,7420,TARANGNAN COMMUNITY HOSPITAL,2020-05-22 10:58:53,2020-05-22 10:58:53,2020-05-22,200,300,200,200,0,200,200,1000,100,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,TARANGNAN,PH086020000,11.899458,124.746176
DOH000000000002825,833,TARANGNAN COMMUNITY HOSPITAL,2020-04-24 8:29:42,2020-04-24 8:29:42,2020-04-24,20,50,20,5,20,10,30,50,50,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,TARANGNAN,PH086020000,11.899458,124.746176
DOH000000000002828,2366,LT. TIDANG MEMORIAL HOSPITAL,2020-05-01 9:11:56,2020-05-01 9:11:56,2020-05-01,0,600,50,55,0,50,50,200,123,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002828,357,LT. TIDANG MEMORIAL HOSPITAL,2020-04-17 15:05:34,2020-04-17 15:05:34,2020-04-17,0,0,150,0,0,0,0,0,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002828,3749,LT. TIDANG MEMORIAL HOSPITAL,2020-05-08 8:36:54,2020-05-08 8:36:54,2020-05-08,60,400,0,99,23,10,0,0,85,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002828,5540,LT. TIDANG MEMORIAL HOSPITAL,2020-05-15 9:36:52,2020-05-15 9:36:52,2020-05-15,53,300,20,99,102,20,100,100,170,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002828,7130,LT. TIDANG MEMORIAL HOSPITAL,2020-05-22 9:02:19,2020-05-22 9:02:19,2020-05-22,46,200,15,187,97,20,100,100,163,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002828,798,LT. TIDANG MEMORIAL HOSPITAL,2020-04-24 8:15:55,2020-04-24 8:15:55,2020-04-24,0,800,100,0,0,0,50,450,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,16.362071,120.888631
DOH000000000002829,1489,BATANGAS MEDICAL CENTER,2020-04-24 14:33:07,2020-04-24 14:33:07,2020-04-24,1250,51900,6634,708,3083,1000,4604,12870,1508,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002829,2882,BATANGAS MEDICAL CENTER,2020-05-01 14:11:14,2020-05-01 14:11:14,2020-05-01,465,97296,6415,1014,2086,558,6349,15721,2835,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002829,329,BATANGAS MEDICAL CENTER,2020-04-17 14:51:51,2020-04-17 14:51:51,2020-04-17,140,27940,233,730,1537,1342,2233,11838,1264,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002829,4435,BATANGAS MEDICAL CENTER,2020-05-08 13:56:00,2020-05-08 13:56:00,2020-05-08,1379,24509,46606,673,2847,1135,6939,9775,2627,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002829,5870,BATANGAS MEDICAL CENTER,2020-05-15 12:01:01,2020-05-15 12:01:01,2020-05-15,1493,22997,51079,2255,3920,810,6667,9409,3378,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002829,7455,BATANGAS MEDICAL CENTER,2020-05-22 11:16:22,2020-05-22 11:16:22,2020-05-22,840,28558,26530,1930,2082,1559,6313,6097,1588,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,BATANGAS CITY (Capital),PH041005000,13.766664,121.066784
DOH000000000002830,3844,BAUTISTA HOSPITAL,2020-05-08 9:06:12,2020-05-08 9:06:12,2020-05-08,29,3000,300,7,13,55,45,1500,0,REGION IV-A (CALABAR ZON),PH040000000,CAVITE,PH042100000,CAVITE CITY,PH042105000,14.4772015,120.8920174
DOH000000000002830,5423,BAUTISTA HOSPITAL,2020-05-15 8:56:20,2020-05-15 8:56:20,2020-05-15,120,2000,600,7,60,120,40,2500,0,REGION IV-A (CALABAR ZON),PH040000000,CAVITE,PH042100000,CAVITE CITY,PH042105000,14.4772015,120.8920174
DOH000000000002830,7620,BAUTISTA HOSPITAL,2020-05-22 12:58:34,2020-05-22 12:58:34,2020-05-22,109,1000,400,7,58,100,50,2000,0,REGION IV-A (CALABAR ZON),PH040000000,CAVITE,PH042100000,CAVITE CITY,PH042105000,14.4772015,120.8920174
DOH000000000002831,1324,HERAMIL HOSPITAL,2020-04-24 12:46:30,2020-04-24 12:46:30,2020-04-24,10,5600,200,10,15,0,100,400,20,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002831,2751,HERAMIL HOSPITAL,2020-05-01 12:36:44,2020-05-01 12:36:44,2020-05-01,10,5100,600,10,50,0,80,250,30,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002831,4431,HERAMIL HOSPITAL,2020-05-08 13:53:48,2020-05-08 13:53:48,2020-05-08,10,3900,500,10,30,10,50,350,30,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002831,5645,HERAMIL HOSPITAL,2020-05-15 10:16:44,2020-05-15 10:16:44,2020-05-15,10,3700,600,10,50,6,50,250,30,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002831,7492,HERAMIL HOSPITAL,2020-05-22 11:43:02,2020-05-22 11:43:02,2020-05-22,15,3000,200,10,30,10,50,200,50,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002831,99,HERAMIL HOSPITAL,2020-04-17 10:08:33,2020-04-17 10:08:33,2020-04-17,10,5000,100,10,10,0,100,150,0,REGION XII (SOCCSKSA RGEN),PH120000000,SOUTH COTABATO,PH126300000,POLOMOLOK,PH126312000,6.217533,125.067657
DOH000000000002843,1614,JABONGA MUNICIPAL HOSPITAL,2020-04-24 15:33:57,2020-04-24 15:33:57,2020-04-24,12,1400,32,0,3,10,15,500,5,REGION XIII (CARAGA),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,9.332418,125.516343
DOH000000000002843,2965,JABONGA MUNICIPAL HOSPITAL,2020-05-01 14:51:00,2020-05-01 14:51:00,2020-05-01,10,300,25,0,10,10,15,335,15,REGION XIII (CARAGA),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,9.332418,125.516343
DOH000000000002843,4126,JABONGA MUNICIPAL HOSPITAL,2020-05-08 11:01:13,2020-05-08 11:01:13,2020-05-08,66,1050,20,10,22,10,25,800,10,REGION XIII (CARAGA),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,9.332418,125.516343
DOH000000000002843,5750,JABONGA MUNICIPAL HOSPITAL,2020-05-15 11:01:01,2020-05-15 11:01:01,2020-05-15,5,1110,25,15,76,15,28,1200,10,REGION XIII (CARAGA),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,9.332418,125.516343
DOH000000000002843,7634,JABONGA MUNICIPAL HOSPITAL,2020-05-22 13:07:32,2020-05-22 13:07:32,2020-05-22,5,700,23,15,76,15,27,1050,10,REGION XIII (CARAGA),PH160000000,AGUSAN DEL NORTE,PH160200000,JABONGA,PH160205000,9.332418,125.516343
DOH000000000002848,1469,DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-04-24 14:23:14,2020-04-24 14:23:14,2020-04-24,14,0,50,10,5,0,10,1500,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,7.352632,125.703508
DOH000000000002848,4396,DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-05-08 13:37:54,2020-05-08 13:37:54,2020-05-08,10,3000,50,0,100,0,60,4000,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,7.352632,125.703508
DOH000000000002848,7836,DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-05-22 15:06:14,2020-05-22 15:06:14,2020-05-22,0,0,50,0,30,0,50,2000,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,7.352632,125.703508
DOH000000000002848,87,DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-04-17 9:46:14,2020-04-17 9:46:14,2020-04-17,10,0,0,10,10,0,20,2500,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,7.352632,125.703508
DOH000000000002850,225,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-17 12:45:16,2020-04-17 12:45:16,2020-04-17,2,0,0,2,10,2,10,3,2,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002850,2305,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-05-01 8:50:33,2020-05-01 8:50:33,2020-05-01,22,350,20,25,30,20,30,150,22,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002850,3663,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-05-08 8:07:09,2020-05-08 8:07:09,2020-05-08,22,350,20,25,30,20,30,150,22,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002850,5361,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-05-15 8:35:25,2020-05-15 8:35:25,2020-05-15,77,400,70,75,80,90,30,200,72,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002850,6781,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-05-22 6:10:08,2020-05-22 6:10:08,2020-05-22,122,1300,120,125,130,140,30,526,122,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002850,906,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-24 8:58:43,2020-04-24 8:58:43,2020-04-24,22,350,0,2,10,2,10,150,2,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,ALAMADA,PH124701000,7.34973,124.5616302
DOH000000000002851,1090,SOCORRO DISTRICT HOSPITAL,2020-04-24 10:19:39,2020-04-24 10:19:39,2020-04-24,0,200,20,0,0,0,10,250,20,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002851,270,SOCORRO DISTRICT HOSPITAL,2020-04-17 13:40:27,2020-04-17 13:40:27,2020-04-17,0,260,20,5,0,0,10,100,0,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002851,3216,SOCORRO DISTRICT HOSPITAL,2020-05-01 16:53:09,2020-05-01 16:53:09,2020-05-01,0,100,30,0,0,0,15,45,0,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002851,3937,SOCORRO DISTRICT HOSPITAL,2020-05-08 9:40:33,2020-05-08 9:40:33,2020-05-08,10,250,0,15,0,0,10,280,0,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002851,6083,SOCORRO DISTRICT HOSPITAL,2020-05-15 14:11:17,2020-05-15 14:11:17,2020-05-15,10,150,0,5,10,0,0,150,0,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002851,6951,SOCORRO DISTRICT HOSPITAL,2020-05-22 8:11:43,2020-05-22 8:11:43,2020-05-22,10,5,5,5,10,5,0,350,5,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,SOCORRO,PH166723000,9.619554,125.961464
DOH000000000002852,1611,TRINITY WOMAN AND CHILD CENTER (THE BIRTHPLACE),2020-04-24 15:33:21,2020-04-24 15:33:21,2020-04-24,8,100,0,5,0,0,50,10,5,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,SANTA ANA,PH133914000,14.584305,121.017437
DOH000000000002853,1965,TUDELA MUNICIPAL HOSPITAL,2020-04-25 15:22:32,2020-04-25 15:22:32,2020-04-25,10,50,50,20,0,0,20,25,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002853,3416,TUDELA MUNICIPAL HOSPITAL,2020-05-02 15:34:27,2020-05-02 15:34:27,2020-05-02,30,20,40,20,25,0,20,10,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002853,4579,TUDELA MUNICIPAL HOSPITAL,2020-05-08 15:15:01,2020-05-08 15:15:01,2020-05-08,10,300,10,30,30,30,30,300,90,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002853,6187,TUDELA MUNICIPAL HOSPITAL,2020-05-15 15:04:07,2020-05-15 15:04:07,2020-05-15,10,200,10,30,30,30,30,200,60,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002853,690,TUDELA MUNICIPAL HOSPITAL,2020-04-19 11:09:09,2020-04-19 11:09:09,2020-04-19,10,0,50,0,0,0,20,50,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002853,7631,TUDELA MUNICIPAL HOSPITAL,2020-05-22 13:04:57,2020-05-22 13:04:57,2020-05-22,10,300,10,30,30,30,30,300,90,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,8.24119,123.8473129
DOH000000000002854,1713,UMINGAN COMMUNITY HOSPITAL,2020-04-24 16:20:08,2020-04-24 16:20:08,2020-04-24,19,300,100,27,140,180,105,700,0,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002854,2708,UMINGAN COMMUNITY HOSPITAL,2020-05-01 12:02:52,2020-05-01 12:02:52,2020-05-01,4,25000,10,45,50,120,100,3000,40,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002854,4271,UMINGAN COMMUNITY HOSPITAL,2020-05-08 12:16:58,2020-05-08 12:16:58,2020-05-08,6,25000,75,60,99,75,50,1000,40,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002854,439,UMINGAN COMMUNITY HOSPITAL,2020-04-17 15:53:28,2020-04-17 15:53:28,2020-04-17,60,200,25,2,10,10,110,25,3,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002854,5892,UMINGAN COMMUNITY HOSPITAL,2020-05-15 12:17:14,2020-05-15 12:17:14,2020-05-15,6,20000,50,50,50,50,50,1000,40,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002854,7429,UMINGAN COMMUNITY HOSPITAL,2020-05-22 11:04:04,2020-05-22 11:04:04,2020-05-22,1924,20600,1868,2062,1882,2038,95,7300,1918,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,UMINGAN,PH015544000,15.927606,120.839605
DOH000000000002871,241,CANDON GENERAL HOSPITAL,2020-04-17 13:08:00,2020-04-17 13:08:00,2020-04-17,10,200,100,10,50,50,80,1000,100,REGION I (ILOCOS REGION),PH010000000,ILOCOS SUR,PH012900000,CITY OF CANDON,PH012906000,17.211424,120.4566819
DOH000000000002871,3190,CANDON GENERAL HOSPITAL,2020-05-01 16:36:42,2020-05-01 16:36:42,2020-05-01,10,100,10,10,10,10,50,100,20,REGION I (ILOCOS REGION),PH010000000,ILOCOS SUR,PH012900000,CITY OF CANDON,PH012906000,17.211424,120.4566819
DOH000000000002871,4162,CANDON GENERAL HOSPITAL,2020-05-08 11:17:27,2020-05-08 11:17:27,2020-05-08,10,100,50,10,20,10,50,500,50,REGION I (ILOCOS REGION),PH010000000,ILOCOS SUR,PH012900000,CITY OF CANDON,PH012906000,17.211424,120.4566819
DOH000000000002871,5633,CANDON GENERAL HOSPITAL,2020-05-15 10:11:47,2020-05-15 10:11:47,2020-05-15,20,500,10,10,20,20,50,100,20,REGION I (ILOCOS REGION),PH010000000,ILOCOS SUR,PH012900000,CITY OF CANDON,PH012906000,17.211424,120.4566819
DOH000000000002871,7651,CANDON GENERAL HOSPITAL,2020-05-22 13:13:38,2020-05-22 13:13:38,2020-05-22,50,500,100,20,29,50,100,1000,100,REGION I (ILOCOS REGION),PH010000000,ILOCOS SUR,PH012900000,CITY OF CANDON,PH012906000,17.211424,120.4566819
DOH000000000002877,1542,LA UNION MEDICAL CENTER,2020-04-24 14:57:42,2020-04-24 14:57:42,2020-04-24,80,400,100,100,60,200,500,350,100,REGION I (ILOCOS REGION),PH010000000,LA UNION,PH013300000,AGOO,PH013301000,16.3469685,120.3633779
DOH000000000002877,2428,LA UNION MEDICAL CENTER,2020-05-01 9:36:16,2020-05-01 9:36:16,2020-05-01,400,800,500,150,249,200,1000,1100,700,REGION I (ILOCOS REGION),PH010000000,LA UNION,PH013300000,AGOO,PH013301000,16.3469685,120.3633779
